station_id,latitude,longitude,original_time,timestamp,year,month,day,hour,day_of_year,temperature,pressure,humidity
CWPRS campus,18.446944,73.785,11-05-2024 04:40,2024-05-11 04:40:00,2024,5,11,4,132,24.7,954.23,69.7
CWPRS campus,18.446944,73.785,11-05-2024 04:45,2024-05-11 04:45:00,2024,5,11,4,132,24.7,954.37,69.9
CWPRS campus,18.446944,73.785,11-05-2024 04:50,2024-05-11 04:50:00,2024,5,11,4,132,24.8,954.44,69.6
CWPRS campus,18.446944,73.785,11-05-2024 04:55,2024-05-11 04:55:00,2024,5,11,4,132,25.0,954.59,69.3
CWPRS campus,18.446944,73.785,11-05-2024 05:00,2024-05-11 05:00:00,2024,5,11,5,132,25.2,954.61,68.8
CWPRS campus,18.446944,73.785,11-05-2024 05:05,2024-05-11 05:05:00,2024,5,11,5,132,25.3,954.57,68.3
CWPRS campus,18.446944,73.785,11-05-2024 05:10,2024-05-11 05:10:00,2024,5,11,5,132,25.4,954.74,68.2
CWPRS campus,18.446944,73.785,11-05-2024 05:15,2024-05-11 05:15:00,2024,5,11,5,132,25.3,954.78,68.3
CWPRS campus,18.446944,73.785,11-05-2024 05:20,2024-05-11 05:20:00,2024,5,11,5,132,25.3,954.85,67.9
CWPRS campus,18.446944,73.785,11-05-2024 05:25,2024-05-11 05:25:00,2024,5,11,5,132,25.6,954.99,67.3
CWPRS campus,18.446944,73.785,11-05-2024 05:30,2024-05-11 05:30:00,2024,5,11,5,132,25.9,954.95,66.9
CWPRS campus,18.446944,73.785,11-05-2024 05:35,2024-05-11 05:35:00,2024,5,11,5,132,26.0,955.04,66.8
CWPRS campus,18.446944,73.785,11-05-2024 05:40,2024-05-11 05:40:00,2024,5,11,5,132,26.3,955.03,65.8
CWPRS campus,18.446944,73.785,11-05-2024 05:45,2024-05-11 05:45:00,2024,5,11,5,132,26.5,955.05,64.5
CWPRS campus,18.446944,73.785,11-05-2024 05:50,2024-05-11 05:50:00,2024,5,11,5,132,26.5,955.09,63.9
CWPRS campus,18.446944,73.785,11-05-2024 05:55,2024-05-11 05:55:00,2024,5,11,5,132,26.7,955.01,63.1
CWPRS campus,18.446944,73.785,11-05-2024 06:00,2024-05-11 06:00:00,2024,5,11,6,132,27.1,954.98,62.6
CWPRS campus,18.446944,73.785,11-05-2024 06:05,2024-05-11 06:05:00,2024,5,11,6,132,27.2,955.12,62.2
CWPRS campus,18.446944,73.785,11-05-2024 06:10,2024-05-11 06:10:00,2024,5,11,6,132,27.5,955.22,61.7
CWPRS campus,18.446944,73.785,11-05-2024 06:15,2024-05-11 06:15:00,2024,5,11,6,132,27.3,955.23,61.9
CWPRS campus,18.446944,73.785,11-05-2024 06:20,2024-05-11 06:20:00,2024,5,11,6,132,27.5,955.27,61.7
CWPRS campus,18.446944,73.785,11-05-2024 06:25,2024-05-11 06:25:00,2024,5,11,6,132,27.7,955.26,61.4
CWPRS campus,18.446944,73.785,11-05-2024 06:30,2024-05-11 06:30:00,2024,5,11,6,132,27.8,955.39,61.3
CWPRS campus,18.446944,73.785,11-05-2024 06:35,2024-05-11 06:35:00,2024,5,11,6,132,27.9,955.38,60.4
CWPRS campus,18.446944,73.785,11-05-2024 06:40,2024-05-11 06:40:00,2024,5,11,6,132,27.8,955.4,60.4
CWPRS campus,18.446944,73.785,11-05-2024 06:45,2024-05-11 06:45:00,2024,5,11,6,132,27.9,955.49,60.0
CWPRS campus,18.446944,73.785,11-05-2024 06:50,2024-05-11 06:50:00,2024,5,11,6,132,28.1,955.42,59.8
CWPRS campus,18.446944,73.785,11-05-2024 06:55,2024-05-11 06:55:00,2024,5,11,6,132,28.5,955.54,58.9
CWPRS campus,18.446944,73.785,11-05-2024 07:00,2024-05-11 07:00:00,2024,5,11,7,132,28.5,955.41,57.9
CWPRS campus,18.446944,73.785,11-05-2024 07:05,2024-05-11 07:05:00,2024,5,11,7,132,28.6,955.53,57.8
CWPRS campus,18.446944,73.785,11-05-2024 07:10,2024-05-11 07:10:00,2024,5,11,7,132,28.6,955.48,57.5
CWPRS campus,18.446944,73.785,11-05-2024 07:15,2024-05-11 07:15:00,2024,5,11,7,132,28.9,955.44,56.7
CWPRS campus,18.446944,73.785,11-05-2024 07:20,2024-05-11 07:20:00,2024,5,11,7,132,29.2,955.27,55.9
CWPRS campus,18.446944,73.785,11-05-2024 07:25,2024-05-11 07:25:00,2024,5,11,7,132,29.2,955.21,55.9
CWPRS campus,18.446944,73.785,11-05-2024 07:30,2024-05-11 07:30:00,2024,5,11,7,132,29.5,955.11,55.0
CWPRS campus,18.446944,73.785,11-05-2024 07:35,2024-05-11 07:35:00,2024,5,11,7,132,29.6,955.04,55.3
CWPRS campus,18.446944,73.785,11-05-2024 07:40,2024-05-11 07:40:00,2024,5,11,7,132,29.9,955.01,54.4
CWPRS campus,18.446944,73.785,11-05-2024 07:45,2024-05-11 07:45:00,2024,5,11,7,132,30.0,955.06,54.2
CWPRS campus,18.446944,73.785,11-05-2024 07:50,2024-05-11 07:50:00,2024,5,11,7,132,30.1,955.05,53.6
CWPRS campus,18.446944,73.785,11-05-2024 07:55,2024-05-11 07:55:00,2024,5,11,7,132,30.2,955.04,53.4
CWPRS campus,18.446944,73.785,11-05-2024 08:00,2024-05-11 08:00:00,2024,5,11,8,132,30.1,954.92,52.7
CWPRS campus,18.446944,73.785,11-05-2024 08:05,2024-05-11 08:05:00,2024,5,11,8,132,30.4,954.81,52.2
CWPRS campus,18.446944,73.785,11-05-2024 08:10,2024-05-11 08:10:00,2024,5,11,8,132,30.6,954.92,51.7
CWPRS campus,18.446944,73.785,11-05-2024 08:15,2024-05-11 08:15:00,2024,5,11,8,132,30.7,954.82,50.9
CWPRS campus,18.446944,73.785,11-05-2024 08:20,2024-05-11 08:20:00,2024,5,11,8,132,30.9,954.91,50.7
CWPRS campus,18.446944,73.785,11-05-2024 08:25,2024-05-11 08:25:00,2024,5,11,8,132,30.8,954.84,50.0
CWPRS campus,18.446944,73.785,11-05-2024 08:30,2024-05-11 08:30:00,2024,5,11,8,132,30.9,954.79,49.5
CWPRS campus,18.446944,73.785,11-05-2024 08:35,2024-05-11 08:35:00,2024,5,11,8,132,31.1,954.82,48.6
CWPRS campus,18.446944,73.785,11-05-2024 08:40,2024-05-11 08:40:00,2024,5,11,8,132,31.1,954.86,47.2
CWPRS campus,18.446944,73.785,11-05-2024 08:45,2024-05-11 08:45:00,2024,5,11,8,132,31.3,954.79,46.7
CWPRS campus,18.446944,73.785,11-05-2024 08:50,2024-05-11 08:50:00,2024,5,11,8,132,31.6,954.69,47.3
CWPRS campus,18.446944,73.785,11-05-2024 08:55,2024-05-11 08:55:00,2024,5,11,8,132,32.0,954.62,47.1
CWPRS campus,18.446944,73.785,11-05-2024 09:00,2024-05-11 09:00:00,2024,5,11,9,132,32.2,954.58,46.7
CWPRS campus,18.446944,73.785,11-05-2024 09:05,2024-05-11 09:05:00,2024,5,11,9,132,32.4,954.58,46.1
CWPRS campus,18.446944,73.785,11-05-2024 09:10,2024-05-11 09:10:00,2024,5,11,9,132,32.6,954.51,45.7
CWPRS campus,18.446944,73.785,11-05-2024 09:15,2024-05-11 09:15:00,2024,5,11,9,132,32.4,954.48,45.4
CWPRS campus,18.446944,73.785,11-05-2024 09:20,2024-05-11 09:20:00,2024,5,11,9,132,32.6,954.53,44.5
CWPRS campus,18.446944,73.785,11-05-2024 09:25,2024-05-11 09:25:00,2024,5,11,9,132,32.8,954.48,44.5
CWPRS campus,18.446944,73.785,11-05-2024 09:30,2024-05-11 09:30:00,2024,5,11,9,132,33.3,954.42,44.3
CWPRS campus,18.446944,73.785,11-05-2024 09:35,2024-05-11 09:35:00,2024,5,11,9,132,33.5,954.21,44.1
CWPRS campus,18.446944,73.785,11-05-2024 09:40,2024-05-11 09:40:00,2024,5,11,9,132,33.7,953.92,43.8
CWPRS campus,18.446944,73.785,11-05-2024 09:45,2024-05-11 09:45:00,2024,5,11,9,132,33.8,953.88,43.3
CWPRS campus,18.446944,73.785,11-05-2024 09:50,2024-05-11 09:50:00,2024,5,11,9,132,33.8,953.8,43.1
CWPRS campus,18.446944,73.785,11-05-2024 09:55,2024-05-11 09:55:00,2024,5,11,9,132,34.1,953.68,42.9
CWPRS campus,18.446944,73.785,11-05-2024 10:00,2024-05-11 10:00:00,2024,5,11,10,132,34.4,953.63,42.2
CWPRS campus,18.446944,73.785,11-05-2024 10:05,2024-05-11 10:05:00,2024,5,11,10,132,34.6,953.55,41.5
CWPRS campus,18.446944,73.785,11-05-2024 10:10,2024-05-11 10:10:00,2024,5,11,10,132,34.6,953.57,41.1
CWPRS campus,18.446944,73.785,11-05-2024 10:15,2024-05-11 10:15:00,2024,5,11,10,132,35.0,953.5,41.2
CWPRS campus,18.446944,73.785,11-05-2024 10:20,2024-05-11 10:20:00,2024,5,11,10,132,34.9,953.36,40.2
CWPRS campus,18.446944,73.785,11-05-2024 10:25,2024-05-11 10:25:00,2024,5,11,10,132,35.1,953.37,39.2
CWPRS campus,18.446944,73.785,11-05-2024 10:30,2024-05-11 10:30:00,2024,5,11,10,132,35.6,953.27,38.8
CWPRS campus,18.446944,73.785,11-05-2024 10:35,2024-05-11 10:35:00,2024,5,11,10,132,35.5,953.24,38.4
CWPRS campus,18.446944,73.785,11-05-2024 10:40,2024-05-11 10:40:00,2024,5,11,10,132,35.6,953.13,38.1
CWPRS campus,18.446944,73.785,11-05-2024 10:45,2024-05-11 10:45:00,2024,5,11,10,132,35.7,953.0,37.7
CWPRS campus,18.446944,73.785,11-05-2024 10:50,2024-05-11 10:50:00,2024,5,11,10,132,35.7,952.94,37.2
CWPRS campus,18.446944,73.785,11-05-2024 10:55,2024-05-11 10:55:00,2024,5,11,10,132,35.6,952.87,37.4
CWPRS campus,18.446944,73.785,11-05-2024 11:00,2024-05-11 11:00:00,2024,5,11,11,132,35.8,952.84,36.4
CWPRS campus,18.446944,73.785,11-05-2024 11:05,2024-05-11 11:05:00,2024,5,11,11,132,35.8,952.76,35.6
CWPRS campus,18.446944,73.785,11-05-2024 11:10,2024-05-11 11:10:00,2024,5,11,11,132,36.0,952.55,35.2
CWPRS campus,18.446944,73.785,11-05-2024 11:15,2024-05-11 11:15:00,2024,5,11,11,132,36.0,952.45,34.2
CWPRS campus,18.446944,73.785,11-05-2024 11:20,2024-05-11 11:20:00,2024,5,11,11,132,36.3,952.46,33.8
CWPRS campus,18.446944,73.785,11-05-2024 11:25,2024-05-11 11:25:00,2024,5,11,11,132,36.3,952.39,34.2
CWPRS campus,18.446944,73.785,11-05-2024 11:30,2024-05-11 11:30:00,2024,5,11,11,132,36.4,952.31,33.9
CWPRS campus,18.446944,73.785,11-05-2024 11:35,2024-05-11 11:35:00,2024,5,11,11,132,36.6,952.34,33.6
CWPRS campus,18.446944,73.785,11-05-2024 11:40,2024-05-11 11:40:00,2024,5,11,11,132,36.6,952.24,32.8
CWPRS campus,18.446944,73.785,11-05-2024 11:45,2024-05-11 11:45:00,2024,5,11,11,132,36.7,952.07,32.2
CWPRS campus,18.446944,73.785,11-05-2024 11:50,2024-05-11 11:50:00,2024,5,11,11,132,37.0,952.01,31.8
CWPRS campus,18.446944,73.785,11-05-2024 11:55,2024-05-11 11:55:00,2024,5,11,11,132,36.9,951.94,31.4
CWPRS campus,18.446944,73.785,11-05-2024 12:00,2024-05-11 12:00:00,2024,5,11,12,132,37.0,951.83,31.7
CWPRS campus,18.446944,73.785,11-05-2024 12:05,2024-05-11 12:05:00,2024,5,11,12,132,37.2,951.79,31.6
CWPRS campus,18.446944,73.785,11-05-2024 12:10,2024-05-11 12:10:00,2024,5,11,12,132,37.4,951.8,30.9
CWPRS campus,18.446944,73.785,11-05-2024 12:15,2024-05-11 12:15:00,2024,5,11,12,132,37.3,951.78,30.8
CWPRS campus,18.446944,73.785,11-05-2024 12:20,2024-05-11 12:20:00,2024,5,11,12,132,37.2,951.78,30.7
CWPRS campus,18.446944,73.785,11-05-2024 12:25,2024-05-11 12:25:00,2024,5,11,12,132,37.4,951.9,30.9
CWPRS campus,18.446944,73.785,11-05-2024 12:30,2024-05-11 12:30:00,2024,5,11,12,132,37.5,951.85,31.3
CWPRS campus,18.446944,73.785,11-05-2024 12:35,2024-05-11 12:35:00,2024,5,11,12,132,37.7,951.85,30.6
CWPRS campus,18.446944,73.785,11-05-2024 12:40,2024-05-11 12:40:00,2024,5,11,12,132,37.8,951.79,30.0
CWPRS campus,18.446944,73.785,11-05-2024 12:45,2024-05-11 12:45:00,2024,5,11,12,132,37.8,951.71,29.3
CWPRS campus,18.446944,73.785,11-05-2024 12:50,2024-05-11 12:50:00,2024,5,11,12,132,37.9,951.65,29.0
CWPRS campus,18.446944,73.785,11-05-2024 12:55,2024-05-11 12:55:00,2024,5,11,12,132,38.0,951.61,29.0
CWPRS campus,18.446944,73.785,11-05-2024 13:00,2024-05-11 13:00:00,2024,5,11,13,132,38.0,951.64,29.2
CWPRS campus,18.446944,73.785,11-05-2024 13:05,2024-05-11 13:05:00,2024,5,11,13,132,38.3,951.83,29.0
CWPRS campus,18.446944,73.785,11-05-2024 13:10,2024-05-11 13:10:00,2024,5,11,13,132,38.5,951.76,28.7
CWPRS campus,18.446944,73.785,11-05-2024 13:15,2024-05-11 13:15:00,2024,5,11,13,132,38.3,951.73,28.6
CWPRS campus,18.446944,73.785,11-05-2024 13:20,2024-05-11 13:20:00,2024,5,11,13,132,38.5,951.73,28.1
CWPRS campus,18.446944,73.785,11-05-2024 13:25,2024-05-11 13:25:00,2024,5,11,13,132,38.4,951.77,28.8
CWPRS campus,18.446944,73.785,11-05-2024 13:30,2024-05-11 13:30:00,2024,5,11,13,132,38.6,951.8,28.0
CWPRS campus,18.446944,73.785,11-05-2024 13:35,2024-05-11 13:35:00,2024,5,11,13,132,38.8,951.91,28.0
CWPRS campus,18.446944,73.785,11-05-2024 13:40,2024-05-11 13:40:00,2024,5,11,13,132,38.7,951.73,28.7
CWPRS campus,18.446944,73.785,11-05-2024 13:45,2024-05-11 13:45:00,2024,5,11,13,132,38.9,951.56,28.5
CWPRS campus,18.446944,73.785,11-05-2024 13:50,2024-05-11 13:50:00,2024,5,11,13,132,38.9,951.55,28.3
CWPRS campus,18.446944,73.785,11-05-2024 13:55,2024-05-11 13:55:00,2024,5,11,13,132,39.1,951.67,28.1
CWPRS campus,18.446944,73.785,11-05-2024 14:00,2024-05-11 14:00:00,2024,5,11,14,132,39.4,951.58,27.9
CWPRS campus,18.446944,73.785,11-05-2024 14:05,2024-05-11 14:05:00,2024,5,11,14,132,39.3,951.37,28.4
CWPRS campus,18.446944,73.785,11-05-2024 14:10,2024-05-11 14:10:00,2024,5,11,14,132,39.2,951.47,27.4
CWPRS campus,18.446944,73.785,11-05-2024 14:15,2024-05-11 14:15:00,2024,5,11,14,132,39.1,951.54,27.9
CWPRS campus,18.446944,73.785,11-05-2024 14:20,2024-05-11 14:20:00,2024,5,11,14,132,38.9,951.5,27.3
CWPRS campus,18.446944,73.785,11-05-2024 14:25,2024-05-11 14:25:00,2024,5,11,14,132,38.9,951.48,27.2
CWPRS campus,18.446944,73.785,11-05-2024 14:30,2024-05-11 14:30:00,2024,5,11,14,132,39.0,951.46,27.0
CWPRS campus,18.446944,73.785,11-05-2024 14:35,2024-05-11 14:35:00,2024,5,11,14,132,39.0,951.53,27.3
CWPRS campus,18.446944,73.785,11-05-2024 14:40,2024-05-11 14:40:00,2024,5,11,14,132,39.1,951.55,26.6
CWPRS campus,18.446944,73.785,11-05-2024 14:45,2024-05-11 14:45:00,2024,5,11,14,132,39.1,951.66,26.9
CWPRS campus,18.446944,73.785,11-05-2024 14:50,2024-05-11 14:50:00,2024,5,11,14,132,39.3,951.49,27.7
CWPRS campus,18.446944,73.785,11-05-2024 14:55,2024-05-11 14:55:00,2024,5,11,14,132,39.2,951.5,27.2
CWPRS campus,18.446944,73.785,11-05-2024 15:00,2024-05-11 15:00:00,2024,5,11,15,132,39.6,951.49,27.3
CWPRS campus,18.446944,73.785,11-05-2024 15:05,2024-05-11 15:05:00,2024,5,11,15,132,39.6,951.55,27.1
CWPRS campus,18.446944,73.785,11-05-2024 15:10,2024-05-11 15:10:00,2024,5,11,15,132,39.5,951.59,27.4
CWPRS campus,18.446944,73.785,11-05-2024 15:15,2024-05-11 15:15:00,2024,5,11,15,132,39.2,951.74,27.5
CWPRS campus,18.446944,73.785,11-05-2024 15:20,2024-05-11 15:20:00,2024,5,11,15,132,39.3,951.68,27.3
CWPRS campus,18.446944,73.785,11-05-2024 15:25,2024-05-11 15:25:00,2024,5,11,15,132,39.2,951.77,27.7
CWPRS campus,18.446944,73.785,11-05-2024 15:30,2024-05-11 15:30:00,2024,5,11,15,132,39.2,951.9,28.5
CWPRS campus,18.446944,73.785,11-05-2024 15:35,2024-05-11 15:35:00,2024,5,11,15,132,39.2,952.13,28.5
CWPRS campus,18.446944,73.785,11-05-2024 15:40,2024-05-11 15:40:00,2024,5,11,15,132,39.1,952.17,28.9
CWPRS campus,18.446944,73.785,11-05-2024 15:45,2024-05-11 15:45:00,2024,5,11,15,132,38.9,952.28,28.5
CWPRS campus,18.446944,73.785,11-05-2024 15:50,2024-05-11 15:50:00,2024,5,11,15,132,38.6,952.21,28.3
CWPRS campus,18.446944,73.785,11-05-2024 15:55,2024-05-11 15:55:00,2024,5,11,15,132,38.5,952.11,28.6
CWPRS campus,18.446944,73.785,11-05-2024 16:00,2024-05-11 16:00:00,2024,5,11,16,132,38.6,952.26,29.4
CWPRS campus,18.446944,73.785,11-05-2024 16:05,2024-05-11 16:05:00,2024,5,11,16,132,38.5,952.35,29.7
CWPRS campus,18.446944,73.785,11-05-2024 16:10,2024-05-11 16:10:00,2024,5,11,16,132,38.3,952.53,29.7
CWPRS campus,18.446944,73.785,11-05-2024 16:15,2024-05-11 16:15:00,2024,5,11,16,132,38.2,952.49,29.9
CWPRS campus,18.446944,73.785,11-05-2024 16:20,2024-05-11 16:20:00,2024,5,11,16,132,38.2,952.62,29.6
CWPRS campus,18.446944,73.785,11-05-2024 16:25,2024-05-11 16:25:00,2024,5,11,16,132,38.0,952.85,30.1
CWPRS campus,18.446944,73.785,11-05-2024 16:30,2024-05-11 16:30:00,2024,5,11,16,132,38.0,952.95,30.6
CWPRS campus,18.446944,73.785,11-05-2024 16:35,2024-05-11 16:35:00,2024,5,11,16,132,37.9,953.04,30.7
CWPRS campus,18.446944,73.785,11-05-2024 16:40,2024-05-11 16:40:00,2024,5,11,16,132,37.7,953.11,30.7
CWPRS campus,18.446944,73.785,11-05-2024 16:45,2024-05-11 16:45:00,2024,5,11,16,132,37.6,953.05,31.1
CWPRS campus,18.446944,73.785,11-05-2024 16:50,2024-05-11 16:50:00,2024,5,11,16,132,37.7,953.22,31.2
CWPRS campus,18.446944,73.785,11-05-2024 16:55,2024-05-11 16:55:00,2024,5,11,16,132,37.7,953.24,31.4
CWPRS campus,18.446944,73.785,11-05-2024 17:00,2024-05-11 17:00:00,2024,5,11,17,132,37.8,953.34,32.5
CWPRS campus,18.446944,73.785,11-05-2024 17:05,2024-05-11 17:05:00,2024,5,11,17,132,37.5,953.27,32.7
CWPRS campus,18.446944,73.785,11-05-2024 17:10,2024-05-11 17:10:00,2024,5,11,17,132,37.2,953.24,32.8
CWPRS campus,18.446944,73.785,11-05-2024 17:15,2024-05-11 17:15:00,2024,5,11,17,132,37.2,953.42,32.8
CWPRS campus,18.446944,73.785,11-05-2024 17:20,2024-05-11 17:20:00,2024,5,11,17,132,37.2,953.44,33.4
CWPRS campus,18.446944,73.785,11-05-2024 17:25,2024-05-11 17:25:00,2024,5,11,17,132,37.2,953.61,33.6
CWPRS campus,18.446944,73.785,11-05-2024 17:30,2024-05-11 17:30:00,2024,5,11,17,132,37.6,953.65,33.7
CWPRS campus,18.446944,73.785,11-05-2024 17:35,2024-05-11 17:35:00,2024,5,11,17,132,37.6,953.55,34.6
CWPRS campus,18.446944,73.785,11-05-2024 17:40,2024-05-11 17:40:00,2024,5,11,17,132,37.6,953.67,35.4
CWPRS campus,18.446944,73.785,11-05-2024 17:45,2024-05-11 17:45:00,2024,5,11,17,132,37.6,953.67,35.5
CWPRS campus,18.446944,73.785,11-05-2024 17:50,2024-05-11 17:50:00,2024,5,11,17,132,37.5,953.76,35.1
CWPRS campus,18.446944,73.785,11-05-2024 17:55,2024-05-11 17:55:00,2024,5,11,17,132,37.3,953.8,35.8
CWPRS campus,18.446944,73.785,11-05-2024 18:00,2024-05-11 18:00:00,2024,5,11,18,132,37.3,953.71,35.9
